Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q8C2B3|HDAC7_MOUSE	 Signficance=0.0
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q8WUI4|HDAC7_HUMAN	 Signficance=0.0
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|P56524|HDAC4_HUMAN	 Signficance=0.0
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|P83038|HDAC4_CHICK	 Signficance=0.0
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q99P99|HDAC4_RAT	 Signficance=0.0
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q80ZH1|HDAC5_CRIGR	 Signficance=0.0
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q80ZH1|HDAC5_CRIGR	 Signficance=0.0
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q9UQL6|HDAC5_HUMAN	 Signficance=0.0
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q5R902|HDAC5_PONAB	 Signficance=0.0
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q9UKV0|HDAC9_HUMAN	 Signficance=0.0
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q99P96|HDAC7_RAT	 Signficance=4e-155
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|O17323|HDA4_CAEEL	 Signficance=4e-135
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q613L4|HDA4_CAEBR	 Signficance=4e-128
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q9Z2V5|HDAC6_MOUSE	 Signficance=1e-82
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q9Z2V5|HDAC6_MOUSE	 Signficance=1e-82
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q8RX28|HDA5_ARATH	 Signficance=5e-79
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q8LRK8|HDA18_ARATH	 Signficance=7e-79
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q9UBN7|HDAC6_HUMAN	 Signficance=4e-78
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q9UBN7|HDAC6_HUMAN	 Signficance=4e-78
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|P53973|HDA1_YEAST	 Signficance=4e-70
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q8GXJ1|HDA15_ARATH	 Signficance=2e-67
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|P56523|CLR3_SCHPO	 Signficance=2e-67
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q20296|HDA6_CAEEL	 Signficance=2e-67
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q20296|HDA6_CAEEL	 Signficance=2e-67
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q5A960|HDA1_CANAL	 Signficance=5e-67
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q6P3E7|HDA10_MOUSE	 Signficance=3e-65
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q969S8|HDA10_HUMAN	 Signficance=3e-63
Query=sp|Q8C2B3|HDAC7_MOUSE	 Hit=sp|Q569C4|HDA10_RAT	 Signficance=7e-56
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|Q6GPA7|HDAC8_XENLA	 Signficance=0.0
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|B1H369|HDAC8_XENTR	 Signficance=0.0
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|Q9BY41|HDAC8_HUMAN	 Signficance=0.0
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|Q8VH37|HDAC8_MOUSE	 Signficance=0.0
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|B1WC68|HDAC8_RAT	 Signficance=0.0
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|Q0VCB2|HDAC8_BOVIN	 Signficance=0.0
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|Q7SXM0|HDAC8_DANRE	 Signficance=0.0
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|P56517|HDAC1_CHICK	 Signficance=5e-102
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|Q5RAG0|HDAC1_PONAB	 Signficance=3e-101
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|Q13547|HDAC1_HUMAN	 Signficance=3e-101
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|Q32PJ8|HDAC1_BOVIN	 Signficance=3e-101
Query=sp|Q6GPA7|HDAC8_XENLA	 Hit=sp|Q4QQW4|HDAC1_RAT	 Signficance=3e-101
